Index,Date,Price,Open,High,Low,Vol.,Change %
428,2015-3-17,503.62,516.0,517.88,503.12,-,-2.23%
429,2015-3-16,515.12,503.12,515.38,494.5,-,2.77%
430,2015-3-13,501.25,507.62,513.38,498.88,-,-1.18%
431,2015-3-12,507.25,498.25,512.62,498.12,-,1.73%
432,2015-3-11,498.62,494.12,502.12,493.88,-,0.96%
433,2015-3-10,493.88,489.75,496.62,483.38,-,0.77%
434,2015-3-09,490.12,484.25,494.88,484.12,-,1.63%
435,2015-3-06,482.25,480.88,485.38,479.38,-,0.34%
436,2015-3-05,480.62,496.12,496.38,480.38,-,-3.08%
437,2015-3-04,495.88,505.75,505.88,494.12,-,-1.69%
438,2015-3-03,504.38,501.5,506.88,493.12,-,0.90%
439,2015-3-02,499.88,513.75,518.62,499.62,-,-2.37%
440,2015-2-27,512.0,500.5,517.62,498.12,-,2.40%
441,2015-2-26,500.0,496.75,500.88,490.12,-,0.58%
442,2015-2-25,497.12,503.0,505.62,495.12,-,-1.24%
443,2015-2-24,503.38,504.62,510.62,502.12,-,-0.05%
444,2015-2-23,503.62,507.38,510.38,502.38,-,-1.23%
445,2015-2-20,509.88,527.38,531.38,509.62,-,-3.36%
446,2015-2-19,527.62,528.38,537.12,523.62,-,-0.09%
447,2015-2-18,528.12,538.0,543.38,523.62,-,-1.29%
448,2015-2-17,535.0,534.75,546.62,531.88,-,0.33%
449,2015-2-13,533.25,520.88,534.12,519.75,-,2.47%
450,2015-2-12,520.38,523.62,527.5,518.38,-,-0.90%
451,2015-2-11,525.12,521.0,527.88,516.12,-,0.82%
452,2015-2-10,520.88,527.88,530.75,518.75,-,-1.56%
453,2015-2-09,529.12,527.25,532.12,521.62,-,0.33%
454,2015-2-06,527.38,526.12,533.88,516.62,-,0.19%
455,2015-2-05,526.38,510.88,527.38,508.88,-,2.78%
456,2015-2-04,512.12,514.38,521.62,507.62,-,-0.15%
457,2015-2-03,512.88,494.38,515.62,493.38,-,4.06%
458,2015-2-02,492.88,502.25,505.38,492.38,-,-2.06%
459,2015-1-30,503.25,507.62,511.62,497.38,-,-0.89%
460,2015-1-29,507.75,505.62,512.12,501.0,-,0.47%
461,2015-1-28,505.38,519.25,520.38,503.12,-,-2.60%
462,2015-1-27,518.88,520.12,524.0,517.62,-,-0.17%
463,2015-1-26,519.75,529.25,534.62,519.38,-,-1.79%
464,2015-1-23,529.25,532.88,535.88,526.88,-,-0.84%
465,2015-1-22,533.75,536.25,542.38,532.62,-,-0.40%
466,2015-1-21,535.88,537.38,544.38,535.62,-,0.09%
467,2015-1-20,535.38,532.25,539.62,523.12,-,0.75%
468,2015-1-16,531.38,536.25,541.88,531.38,-,-0.47%
469,2015-1-15,533.88,540.12,544.88,528.12,-,-0.79%
470,2015-1-14,538.12,548.5,549.62,536.12,-,-1.76%
471,2015-1-13,547.75,556.12,566.62,547.38,-,-1.35%
472,2015-1-12,555.25,564.0,566.38,554.88,-,-1.27%
473,2015-1-09,562.38,568.0,573.88,562.12,-,-0.88%
474,2015-1-08,567.38,580.5,580.5,566.0,-,-2.03%
475,2015-1-07,579.12,594.38,594.38,578.88,-,-2.20%
476,2015-1-06,592.12,587.75,603.5,586.38,-,0.59%
477,2015-1-05,588.62,579.88,597.38,579.38,-,1.29%
478,2015-1-02,581.12,589.38,589.38,574.88,-,-1.48%
479,2014-12-31,589.88,601.38,604.62,586.5,-,-2.22%
480,2014-12-30,603.25,614.75,615.38,601.12,-,-1.81%
481,2014-12-29,614.38,612.5,620.62,608.12,-,0.84%
482,2014-12-28,609.25,609.25,609.25,609.25,-,0.00%
483,2014-12-26,609.25,614.75,616.5,607.38,-,-0.18%
484,2014-12-24,610.38,636.0,639.62,606.88,-,-4.09%
485,2014-12-23,636.38,623.5,636.88,621.12,-,1.84%
486,2014-12-22,624.88,629.75,644.5,621.12,-,-1.26%
487,2014-12-21,632.88,632.88,632.88,632.88,-,0.00%
488,2014-12-19,632.88,653.62,654.25,629.5,-,-3.14%
489,2014-12-18,653.38,646.62,676.88,645.88,-,0.69%
490,2014-12-17,648.88,623.75,649.88,617.12,-,4.47%
491,2014-12-16,621.12,616.38,638.88,615.25,-,0.51%
492,2014-12-15,618.0,606.25,622.62,599.88,-,2.02%
493,2014-12-14,605.75,605.75,605.75,605.75,-,0.00%
494,2014-12-12,605.75,596.62,613.12,593.62,-,1.61%
495,2014-12-11,596.12,581.62,599.88,573.38,-,2.40%
496,2014-12-10,582.12,585.0,585.0,575.38,-,-0.66%
497,2014-12-09,586.0,595.5,596.12,584.12,-,-1.74%
498,2014-12-08,596.38,593.12,605.62,588.12,-,0.51%
499,2014-12-07,593.38,593.38,593.38,593.38,-,0.00%
500,2014-12-05,593.38,589.12,595.38,582.12,-,0.76%
501,2014-12-04,588.88,589.88,591.62,577.62,-,-0.13%
502,2014-12-03,589.62,603.88,606.38,585.38,-,-2.28%
503,2014-12-02,603.38,605.38,611.5,596.88,-,-0.62%
504,2014-12-01,607.12,576.88,607.62,570.38,-,4.97%
505,2014-11-30,578.38,578.38,578.38,578.38,-,0.00%
506,2014-11-28,578.38,559.25,580.62,558.38,-,2.87%
507,2014-11-27,562.25,562.25,562.25,562.25,-,0.00%
508,2014-11-26,562.25,558.0,565.38,555.62,-,0.65%
509,2014-11-25,558.62,549.38,558.88,546.12,-,1.73%
510,2014-11-24,549.12,553.38,556.88,548.62,-,0.46%
511,2014-11-21,546.62,547.12,552.88,540.88,-,-0.09%
512,2014-11-20,547.12,537.0,547.88,532.12,-,1.65%
513,2014-11-19,538.25,549.12,549.25,535.12,-,-2.03%
514,2014-11-18,549.38,552.12,553.0,544.38,-,-0.52%
515,2014-11-17,552.25,559.38,563.12,551.12,-,-1.49%
516,2014-11-14,560.62,552.88,564.62,549.12,-,1.26%
517,2014-11-13,553.62,541.75,558.88,537.12,-,2.22%
518,2014-11-12,541.62,524.5,545.62,522.88,-,3.36%
519,2014-11-11,524.0,517.5,526.38,511.88,-,0.94%
520,2014-11-10,519.12,514.12,523.75,511.38,-,0.90%
521,2014-11-07,514.5,517.75,518.62,511.38,-,-1.13%
522,2014-11-06,520.38,524.88,527.88,520.12,-,-0.83%
523,2014-11-05,524.75,531.38,532.38,518.88,-,-1.39%
524,2014-11-04,532.12,537.88,538.62,529.12,-,-1.30%
525,2014-11-03,539.12,535.62,539.12,526.88,-,1.48%
526,2014-10-31,531.25,535.12,538.88,523.12,-,-0.86%
527,2014-10-30,535.88,538.5,545.25,532.88,-,-0.51%
528,2014-10-29,538.62,530.88,540.38,527.75,-,1.34%
529,2014-10-28,531.5,524.0,532.88,523.5,-,1.53%
530,2014-10-27,523.5,515.88,526.38,510.62,-,0.96%
531,2014-10-24,518.5,525.5,539.12,517.38,-,-1.52%
532,2014-10-23,526.5,520.88,530.38,519.25,-,0.74%
533,2014-10-22,522.62,520.5,528.38,516.12,-,0.55%
534,2014-10-21,519.75,513.88,523.62,512.5,-,1.19%
535,2014-10-20,513.62,515.38,515.62,507.38,-,-0.44%
536,2014-10-17,515.88,517.88,522.12,512.88,-,-0.41%
537,2014-10-16,518.0,506.25,518.12,502.88,-,2.02%
538,2014-10-15,507.75,509.88,516.0,501.62,-,-0.32%
539,2014-10-14,509.38,505.0,509.5,498.38,-,0.84%
540,2014-10-13,505.12,498.38,506.12,495.62,-,1.28%
541,2014-10-10,498.75,493.5,508.38,488.62,-,1.09%
542,2014-10-09,493.38,508.12,508.12,492.12,-,-2.86%
543,2014-10-08,507.88,507.12,511.62,502.12,-,0.20%
544,2014-10-07,506.88,490.88,509.38,489.38,-,3.15%
545,2014-10-06,491.38,485.62,494.62,485.0,-,1.08%
546,2014-10-03,486.12,483.38,488.88,478.12,-,0.49%
547,2014-10-02,483.75,478.0,489.62,477.5,-,1.07%
548,2014-10-01,478.62,477.62,483.62,469.62,-,0.00%
549,2014-9-30,478.62,480.62,481.75,468.12,-,-0.47%
550,2014-9-29,480.88,470.88,482.38,470.75,-,1.26%
551,2014-9-26,474.88,473.5,476.12,469.0,-,0.13%
552,2014-9-25,474.25,480.12,483.5,466.38,-,-1.28%
553,2014-9-24,480.38,474.25,484.62,473.62,-,0.97%
554,2014-9-23,475.75,476.75,479.38,471.12,-,-0.18%
555,2014-9-22,476.62,476.5,480.62,469.38,-,0.55%
556,2014-9-19,474.0,487.88,488.12,473.88,-,-2.89%
557,2014-9-18,488.12,496.12,498.62,487.88,-,-2.25%
558,2014-9-17,499.38,495.88,501.12,494.12,-,0.50%
559,2014-9-16,496.88,499.12,508.25,492.38,-,-0.70%
560,2014-9-15,500.38,501.25,503.88,496.12,-,-0.42%
561,2014-9-12,502.5,507.88,509.38,500.12,-,-1.30%
562,2014-9-11,509.12,518.12,519.0,502.88,-,-2.02%
563,2014-9-10,519.62,528.62,529.12,519.25,-,-1.75%
564,2014-9-09,528.88,533.38,533.38,523.62,-,-0.91%
565,2014-9-08,533.75,534.62,539.12,524.38,-,-0.30%
566,2014-9-05,535.38,531.38,541.5,528.38,-,1.04%
567,2014-9-04,529.88,535.88,536.88,527.75,-,-1.03%
568,2014-9-03,535.38,555.0,556.12,535.12,-,-3.49%
569,2014-9-02,554.75,561.88,565.88,550.88,-,-1.53%
570,2014-8-29,563.38,570.38,578.62,561.38,-,-1.31%
571,2014-8-28,570.88,562.38,578.62,559.12,-,1.69%
572,2014-8-27,561.38,555.0,562.88,550.88,-,0.99%
573,2014-8-26,555.88,553.38,557.88,546.88,-,0.04%
574,2014-8-25,555.62,559.88,564.88,552.62,-,1.16%
575,2014-8-22,549.25,545.75,562.38,545.75,-,0.50%
576,2014-8-21,546.5,539.62,549.62,536.88,-,1.30%
577,2014-8-20,539.5,546.12,549.25,534.38,-,-1.30%
578,2014-8-19,546.62,540.75,555.88,536.25,-,0.78%
579,2014-8-18,542.38,549.75,551.25,540.62,-,-1.68%
580,2014-8-15,551.62,535.88,555.88,533.62,-,2.89%
581,2014-8-14,536.12,528.5,539.12,528.12,-,1.66%
582,2014-8-13,527.38,538.5,544.38,527.38,-,-2.02%
583,2014-8-12,538.25,546.62,546.88,534.5,-,-1.55%
584,2014-8-11,546.75,548.38,556.38,542.88,-,-0.21%
585,2014-8-08,547.88,561.12,561.12,547.12,-,-2.45%
586,2014-8-07,561.62,567.62,567.88,558.62,-,-1.06%
587,2014-8-06,567.62,553.12,571.88,553.12,-,2.81%
588,2014-8-05,552.12,543.88,554.12,538.12,-,1.33%
589,2014-8-04,544.88,534.62,553.12,534.62,-,2.08%
590,2014-8-03,533.75,533.75,533.75,533.75,-,0.00%
591,2014-8-01,533.75,531.25,543.88,530.62,-,0.64%
592,2014-7-31,530.38,526.38,536.12,523.5,-,0.45%
593,2014-7-30,528.0,521.62,528.88,519.88,-,1.42%
594,2014-7-29,520.62,534.38,535.5,518.62,-,-2.66%
595,2014-7-28,534.88,539.0,543.12,532.12,-,-0.51%
596,2014-7-25,537.62,528.88,538.38,526.62,-,1.63%
597,2014-7-24,529.0,530.62,541.88,526.12,-,-0.17%
598,2014-7-23,529.88,524.38,530.88,521.62,-,0.95%
599,2014-7-22,524.88,529.5,536.62,524.12,-,-1.01%
600,2014-7-21,530.25,530.12,531.12,523.88,-,-0.28%
601,2014-7-18,531.75,552.12,555.62,531.12,-,-3.54%
602,2014-7-17,551.25,537.88,561.38,530.88,-,2.46%
603,2014-7-16,538.0,537.38,544.38,535.88,-,-0.05%
604,2014-7-15,538.25,537.88,539.38,530.62,-,-0.02%
605,2014-7-14,538.38,527.38,538.88,524.25,-,2.38%
606,2014-7-11,525.88,547.5,549.62,525.12,-,-4.15%
607,2014-7-10,548.62,551.88,555.88,546.38,-,-0.48%
608,2014-7-09,551.25,556.12,558.0,547.75,-,-0.83%
609,2014-7-08,555.88,557.75,560.88,555.62,-,-0.43%
610,2014-7-07,558.25,579.5,584.25,556.12,-,-3.67%
611,2014-7-06,579.5,579.5,579.5,579.5,-,0.00%
612,2014-7-03,579.5,576.38,580.62,572.12,-,0.50%
613,2014-7-02,576.62,573.88,576.62,568.88,-,0.61%
614,2014-7-01,573.12,578.62,580.88,569.38,-,-0.63%
615,2014-6-30,576.75,591.62,592.38,568.75,-,-2.72%
616,2014-6-27,592.88,584.62,597.38,583.88,-,1.45%
617,2014-6-26,584.38,584.38,589.88,579.88,-,0.04%
618,2014-6-25,584.12,580.12,584.62,577.12,-,0.71%
619,2014-6-24,580.0,589.25,589.25,579.38,-,-1.55%
620,2014-6-23,589.12,594.62,600.88,587.38,-,0.73%
621,2014-6-20,584.88,592.88,594.62,582.88,-,-1.52%
622,2014-6-19,593.88,586.25,595.88,585.88,-,1.30%
623,2014-6-18,586.25,581.62,597.88,581.62,-,0.82%
624,2014-6-17,581.5,581.5,584.62,576.88,-,0.19%
625,2014-6-16,580.38,585.75,594.62,580.38,-,-0.81%
626,2014-6-13,585.12,585.88,594.38,583.62,-,0.04%
627,2014-6-12,584.88,588.38,593.38,584.88,-,-0.68%
628,2014-6-11,588.88,602.12,608.38,588.62,-,-2.04%
629,2014-6-10,601.12,614.12,615.75,599.38,-,-2.14%
630,2014-6-09,614.25,617.12,626.12,607.62,-,-0.83%
631,2014-6-06,619.38,605.88,619.38,603.25,-,2.35%
632,2014-6-05,605.12,614.38,617.25,605.12,-,-1.43%
633,2014-6-04,613.88,611.88,619.38,611.12,-,0.29%
634,2014-6-03,612.12,621.62,623.88,611.12,-,-1.33%
635,2014-6-02,620.38,625.75,626.12,616.38,-,-1.23%
636,2014-5-30,628.12,633.5,636.62,625.62,-,-0.65%
637,2014-5-29,632.25,638.5,644.62,629.88,-,-1.00%
638,2014-5-28,638.62,638.38,641.62,633.12,-,-0.35%
639,2014-5-27,640.88,644.88,648.38,640.38,-,-1.69%
640,2014-5-23,651.88,660.38,663.38,651.38,-,-1.17%
641,2014-5-22,659.62,665.62,669.38,654.62,-,-0.57%
642,2014-5-21,663.38,668.38,675.62,663.38,-,-0.86%
643,2014-5-20,669.12,674.75,685.88,666.25,-,-0.89%
644,2014-5-19,675.12,671.5,677.62,663.88,-,0.04%
645,2014-5-16,674.88,678.88,682.75,670.62,-,-0.44%
646,2014-5-15,677.88,690.88,690.88,676.88,-,-1.81%
647,2014-5-14,690.38,709.5,709.5,687.88,-,-2.71%
648,2014-5-13,709.62,713.88,715.12,704.12,-,-0.73%
649,2014-5-12,714.88,722.25,722.25,703.75,-,-1.09%
650,2014-5-11,722.75,722.75,722.75,722.75,-,0.00%
651,2014-5-09,722.75,734.0,738.88,722.12,-,-1.62%
652,2014-5-08,734.62,735.0,737.62,727.88,-,-0.58%
653,2014-5-07,738.88,736.75,739.62,727.25,-,0.03%
654,2014-5-06,738.62,732.62,743.88,723.88,-,1.55%
655,2014-5-05,727.38,723.12,740.0,721.62,-,1.59%
656,2014-5-02,716.0,709.5,720.62,706.12,-,1.04%
657,2014-5-01,708.62,723.25,724.38,701.38,-,-1.78%
658,2014-4-30,721.5,715.25,724.62,710.75,-,0.82%
659,2014-4-29,715.62,709.25,716.88,704.38,-,0.95%
660,2014-4-28,708.88,708.88,716.88,697.38,-,1.14%
661,2014-4-25,700.88,689.25,701.62,687.62,-,1.52%
662,2014-4-24,690.38,676.88,695.62,671.62,-,2.07%
663,2014-4-23,676.38,673.5,679.38,667.88,-,0.59%
664,2014-4-22,672.38,668.38,677.0,662.5,-,0.52%
665,2014-4-21,668.88,690.5,690.5,662.88,-,-3.10%
666,2014-4-17,690.25,687.62,701.38,686.38,-,0.33%
667,2014-4-16,688.0,700.88,710.88,684.62,-,-1.94%
668,2014-4-15,701.62,677.5,702.62,673.88,-,3.47%
669,2014-4-14,678.12,665.25,688.5,665.12,-,2.88%
670,2014-4-11,659.12,663.25,666.5,656.62,-,-0.47%
671,2014-4-10,662.25,669.25,670.88,656.38,-,-0.90%
672,2014-4-09,668.25,681.75,687.88,664.12,-,-1.62%
673,2014-4-08,679.25,676.38,684.88,668.25,-,0.39%
674,2014-4-07,676.62,670.5,679.38,665.62,-,0.95%
675,2014-4-04,670.25,674.12,676.25,658.88,-,-0.74%
676,2014-4-03,675.25,669.25,677.38,666.62,-,0.99%
677,2014-4-02,668.62,687.25,687.62,665.12,-,-2.44%
678,2014-4-01,685.38,695.88,697.62,683.62,-,-1.69%
679,2014-3-31,697.12,697.12,701.88,677.0,-,0.29%
680,2014-3-28,695.12,707.88,708.25,693.62,-,-2.16%
681,2014-3-27,710.5,696.5,713.38,692.12,-,1.88%
682,2014-3-26,697.38,708.88,711.62,694.88,-,-1.69%
683,2014-3-25,709.38,714.62,716.38,706.62,-,-0.56%
684,2014-3-24,713.38,692.5,718.12,687.25,-,3.05%
685,2014-3-21,692.25,705.38,707.12,692.12,-,-2.00%
686,2014-3-20,706.38,714.62,722.88,694.38,-,-1.29%
687,2014-3-19,715.62,691.38,718.38,686.12,-,3.43%
688,2014-3-18,691.88,676.25,693.38,672.5,-,2.56%
689,2014-3-17,674.62,686.38,694.12,672.62,-,-1.75%
690,2014-3-14,686.62,672.62,690.88,669.88,-,2.16%
691,2014-3-13,672.12,682.38,696.25,671.12,-,-1.75%
692,2014-3-12,684.12,658.5,684.38,652.12,-,3.95%
693,2014-3-11,658.12,639.5,667.38,637.12,-,2.89%
694,2014-3-10,639.62,654.88,656.38,639.25,-,-2.12%
695,2014-3-07,653.5,646.0,662.88,644.38,-,1.06%
696,2014-3-06,646.62,640.88,648.88,636.38,-,0.98%
697,2014-3-05,640.38,641.0,644.38,636.12,-,-0.45%
698,2014-3-04,643.25,632.0,644.62,621.12,-,1.38%
699,2014-3-03,634.5,623.62,644.12,615.0,-,5.68%
700,2014-2-28,600.38,590.25,604.88,590.12,-,1.69%
701,2014-2-27,590.38,606.0,606.88,588.38,-,-2.48%
702,2014-2-26,605.38,617.38,618.38,605.12,-,-1.92%
703,2014-2-25,617.25,617.0,619.75,605.12,-,0.00%
704,2014-2-24,617.25,602.5,617.38,600.75,-,1.21%
705,2014-2-21,609.88,616.25,617.38,609.38,-,-0.97%
706,2014-2-20,615.88,618.88,620.75,611.62,-,-0.73%
707,2014-2-19,620.38,611.88,620.38,609.88,-,1.35%
708,2014-2-18,612.12,599.25,613.12,598.88,-,2.45%
709,2014-2-14,597.5,594.88,602.88,594.5,-,0.50%
710,2014-2-13,594.5,586.38,596.62,585.38,-,1.47%
711,2014-2-12,585.88,589.25,598.0,585.88,-,-0.55%
712,2014-2-11,589.12,585.12,590.88,582.88,-,0.62%
713,2014-2-10,585.5,574.5,590.5,570.62,-,1.34%
714,2014-2-07,577.75,582.12,585.88,567.38,-,-0.37%
715,2014-2-06,579.88,586.75,592.88,579.62,-,-1.21%
716,2014-2-05,587.0,584.38,588.62,579.12,-,0.28%
717,2014-2-04,585.38,563.62,585.62,562.12,-,3.81%
718,2014-2-03,563.88,554.88,564.12,554.12,-,1.60%
719,2014-1-31,555.0,554.12,557.38,551.38,-,0.23%
720,2014-1-30,553.75,552.0,556.62,550.38,-,0.52%
721,2014-1-29,550.88,566.62,566.88,550.75,-,-2.65%
722,2014-1-28,565.88,564.12,568.88,564.12,-,0.35%
723,2014-1-27,563.88,567.12,572.12,563.12,-,-0.42%
724,2014-1-24,566.25,571.12,573.12,562.62,-,-0.64%
725,2014-1-23,569.88,561.62,577.62,561.62,-,1.56%
726,2014-1-22,561.12,562.62,566.62,560.88,-,-0.13%
727,2014-1-21,561.88,565.12,567.62,560.88,-,-0.18%
728,2014-1-17,562.88,572.88,574.25,562.88,-,-1.62%
729,2014-1-16,572.12,568.38,573.62,564.12,-,0.84%
730,2014-1-15,567.38,579.5,579.62,566.88,-,-2.07%
731,2014-1-14,579.38,571.38,579.62,570.62,-,1.13%
732,2014-1-13,572.88,571.75,575.88,570.12,-,0.84%
733,2014-1-10,568.12,584.38,590.25,560.88,-,-2.80%
734,2014-1-09,584.5,588.12,590.75,578.38,-,-0.53%
735,2014-1-08,587.62,603.12,607.12,587.38,-,-2.45%
736,2014-1-07,602.38,606.38,609.88,601.88,-,-0.62%
737,2014-1-06,606.12,608.12,612.38,605.12,-,-0.08%
738,2014-1-03,606.62,596.88,608.88,596.38,-,1.65%
739,2014-1-02,596.75,605.0,605.0,595.88,-,-1.38%
740,2014-1-01,605.12,605.12,605.12,605.12,-,0.00%
741,2013-12-31,605.12,601.62,607.12,599.38,-,0.83%
742,2013-12-30,600.12,608.0,609.0,600.12,-,-1.32%
743,2013-12-27,608.12,608.12,609.88,603.38,-,0.39%
744,2013-12-26,605.75,606.38,606.62,600.88,-,-0.10%
745,2013-12-24,606.38,610.38,611.62,605.88,-,-0.47%
746,2013-12-23,609.25,614.5,615.12,608.38,-,-0.71%
747,2013-12-20,613.62,610.38,615.62,607.38,-,0.57%
748,2013-12-19,610.12,614.88,621.12,610.12,-,-0.37%
749,2013-12-18,612.38,618.62,618.88,612.38,-,-1.05%
750,2013-12-17,618.88,622.38,626.62,618.88,-,-0.44%
751,2013-12-16,621.62,628.62,628.62,621.12,-,-1.19%
752,2013-12-13,629.12,633.38,634.88,626.88,-,-0.67%
753,2013-12-12,633.38,641.0,642.5,630.38,-,-1.21%
754,2013-12-11,641.12,639.88,643.38,635.38,-,0.25%
755,2013-12-10,639.5,649.88,652.12,635.12,-,-1.69%
756,2013-12-09,650.5,651.62,657.12,649.38,-,-0.04%
757,2013-12-06,650.75,652.12,654.88,649.38,-,-0.13%
758,2013-12-05,651.62,662.62,662.88,650.62,-,-1.57%
759,2013-12-04,662.0,668.38,672.12,661.38,-,-1.03%
760,2013-12-03,668.88,663.88,669.12,662.12,-,0.91%
761,2013-12-02,662.88,668.88,674.62,660.62,-,-0.80%
762,2013-11-29,668.25,668.5,670.62,665.12,-,0.55%
763,2013-11-27,664.62,656.62,666.88,656.38,-,1.35%
764,2013-11-26,655.75,659.0,660.62,653.38,-,-0.57%
765,2013-11-25,659.5,658.62,662.38,657.38,-,0.50%
766,2013-11-24,656.25,656.25,656.25,656.25,-,1.12%
767,2013-11-22,649.0,649.38,653.62,648.62,-,0.06%
768,2013-11-21,648.62,647.88,653.38,647.38,-,0.33%
769,2013-11-20,646.5,650.0,654.62,646.38,-,-0.54%
770,2013-11-19,650.0,642.75,651.12,642.75,-,1.19%
771,2013-11-18,642.38,646.25,649.62,642.38,-,-0.21%
772,2013-11-15,643.75,646.0,648.38,642.88,-,-0.17%
773,2013-11-14,644.88,645.88,652.88,644.38,-,-0.06%
774,2013-11-13,645.25,646.38,648.88,643.62,-,0.04%
775,2013-11-12,645.0,647.0,651.88,644.88,-,-0.19%
776,2013-11-11,646.25,651.12,659.38,646.0,-,-0.27%
777,2013-11-08,648.0,653.5,657.75,645.5,-,-0.82%
778,2013-11-07,653.38,654.0,657.12,652.38,-,-0.04%
779,2013-11-06,653.62,657.0,660.38,652.38,-,-0.44%
780,2013-11-05,656.5,662.62,665.12,655.25,-,-1.04%
781,2013-11-04,663.38,666.5,671.38,662.12,-,-0.56%
782,2013-11-01,667.12,667.75,672.12,664.62,-,-0.04%
783,2013-10-31,667.38,675.12,676.88,667.12,-,-1.00%
784,2013-10-30,674.12,684.88,686.0,674.12,-,-1.12%
785,2013-10-29,681.75,681.25,684.62,676.38,-,0.13%
786,2013-10-28,680.88,688.88,691.12,680.88,-,-1.55%
787,2013-10-25,691.62,696.38,701.88,690.38,-,-0.70%
788,2013-10-24,696.5,701.25,707.88,696.12,-,-0.75%
789,2013-10-23,701.75,700.75,710.38,699.75,-,0.16%
790,2013-10-22,700.62,699.12,704.12,696.12,-,0.25%
791,2013-10-21,698.88,706.12,711.12,694.12,-,-0.90%
792,2013-10-18,705.25,686.38,706.38,686.12,-,2.86%
793,2013-10-17,685.62,681.25,693.12,680.75,-,0.66%
794,2013-10-16,681.12,686.12,687.88,678.38,-,-0.66%
795,2013-10-15,685.62,691.88,693.62,685.38,-,-0.90%
796,2013-10-14,691.88,691.62,696.12,686.38,-,-0.02%
797,2013-10-11,692.0,684.62,695.38,682.38,-,1.02%
798,2013-10-10,685.0,691.12,695.62,684.12,-,-0.74%
799,2013-10-09,690.12,692.5,694.62,687.38,-,-0.43%
800,2013-10-08,693.12,694.12,699.62,688.12,-,-0.27%
801,2013-10-07,695.0,686.88,696.12,686.5,-,1.22%
802,2013-10-04,686.62,688.75,692.62,684.38,-,-0.29%
803,2013-10-03,688.62,685.75,697.88,685.5,-,0.38%
804,2013-10-02,686.0,681.0,689.62,678.0,-,0.38%
805,2013-10-01,683.38,678.12,683.38,672.62,-,0.63%
806,2013-9-30,679.12,681.0,694.0,676.88,-,-0.29%
807,2013-9-27,681.12,677.62,685.38,675.5,-,0.37%
808,2013-9-26,678.62,670.12,678.88,668.62,-,1.34%
809,2013-9-25,669.62,657.88,674.88,657.88,-,1.82%
810,2013-9-24,657.62,653.75,659.88,649.62,-,0.57%
811,2013-9-23,653.88,646.12,656.62,645.38,-,1.24%
812,2013-9-20,645.88,656.62,659.12,643.88,-,-1.58%
813,2013-9-19,656.25,647.38,662.38,646.62,-,1.67%
814,2013-9-18,645.5,642.38,647.88,642.0,-,0.47%
815,2013-9-17,642.5,641.62,651.0,641.38,-,0.25%
816,2013-9-16,640.88,641.12,648.62,638.62,-,0.06%
817,2013-9-13,640.5,652.62,652.62,640.12,-,-1.90%
818,2013-9-12,652.88,648.12,654.12,637.5,-,0.77%
819,2013-9-11,647.88,647.62,652.12,642.12,-,0.25%
820,2013-9-10,646.25,641.5,648.12,640.12,-,0.84%
821,2013-9-09,640.88,648.38,651.38,639.62,-,-1.04%
822,2013-9-06,647.62,639.12,652.88,638.25,-,1.29%
823,2013-9-05,639.38,645.75,646.25,637.12,-,-1.08%
824,2013-9-04,646.38,647.25,647.25,640.12,-,-0.17%
825,2013-9-03,647.5,663.0,663.62,645.38,-,-1.13%
826,2013-8-30,654.88,654.12,658.62,650.38,-,0.08%
827,2013-8-29,654.38,660.25,663.5,652.12,-,-0.91%
828,2013-8-28,660.38,665.12,669.38,658.62,-,-0.43%
829,2013-8-27,663.25,666.12,670.25,661.12,-,-0.58%
830,2013-8-26,667.12,651.88,676.38,651.62,-,5.27%
831,2013-8-23,633.75,629.0,637.88,628.5,-,0.52%
832,2013-8-22,630.5,640.38,640.38,629.88,-,-1.23%
833,2013-8-21,638.38,635.12,646.62,634.38,-,0.61%
834,2013-8-20,634.5,641.38,643.75,634.12,-,-0.94%
835,2013-8-19,640.5,636.5,642.38,635.25,-,1.43%
836,2013-8-16,631.5,637.75,641.12,626.62,-,-0.96%
837,2013-8-15,637.62,631.12,641.12,629.12,-,1.15%
838,2013-8-14,630.38,626.62,631.75,623.12,-,0.46%
839,2013-8-13,627.5,635.88,643.38,626.38,-,-1.22%
840,2013-8-12,635.25,633.25,644.88,630.12,-,0.26%
841,2013-8-09,633.62,642.0,644.88,630.62,-,-1.17%
842,2013-8-08,641.12,642.5,647.88,640.0,-,-0.43%
843,2013-8-07,643.88,650.25,652.88,639.12,-,-0.94%
844,2013-8-06,650.0,646.12,651.0,642.38,-,0.74%
845,2013-8-05,645.25,659.5,665.38,641.62,-,-2.27%
846,2013-8-02,660.25,657.75,667.12,656.5,-,0.17%
847,2013-8-01,659.12,663.38,667.38,648.38,-,-0.68%
848,2013-7-31,663.62,654.38,665.5,653.62,-,1.16%
849,2013-7-30,656.0,650.38,662.38,650.12,-,0.75%
850,2013-7-29,651.12,650.38,655.88,648.62,-,0.29%
851,2013-7-26,649.25,648.75,657.38,648.12,-,0.13%
852,2013-7-25,648.38,652.62,656.38,648.12,-,-0.73%
853,2013-7-24,653.12,653.88,661.62,653.12,-,-0.23%
854,2013-7-23,654.62,659.25,659.38,650.62,-,-0.80%
855,2013-7-22,659.88,666.38,667.75,655.12,-,-0.60%
856,2013-7-19,663.88,660.88,669.88,658.12,-,0.42%
