Jul;1;2015;587.25;614.25;615.00;576.12;-4.76;;;;;;;
Jun;30;2015;616.62;583.00;617.12;576.38;5.56;;;;;;;
Jun;29;2015;584.12;565.50;591.38;564.12;4.17;;;;;;;
Jun;26;2015;560.75;532.00;566.12;530.38;5.33;;;;;;;
Jun;25;2015;532.38;517.75;532.62;513.12;2.75;;;;;;;
Jun;24;2015;518.12;521.75;529.88;514.12;-0.86;;;;;;;
Jun;23;2015;522.62;501.88;522.62;501.88;4.16;;;;;;;
Jun;22;2015;501.75;487.88;504.12;487.38;2.63;;;;;;;
Jun;19;2015;488.88;487.75;492.25;483.62;0.20;;;;;;;
Jun;18;2015;487.88;491.38;497.88;487.38;-0.76;;;;;;;
Jun;17;2015;491.62;490.12;499.62;489.62;0.61;;;;;;;
Jun;16;2015;488.62;489.12;494.88;487.12;-0.05;;;;;;;
Jun;15;2015;488.88;503.25;503.25;486.12;-3.05;;;;;;;
Jun;12;2015;504.25;504.00;510.62;500.75;-0.17;;;;;;;
Jun;11;2015;505.12;513.88;515.25;502.75;-1.46;;;;;;;
Jun;10;2015;512.62;532.50;537.38;512.62;-3.78;;;;;;;
Jun;9;2015;532.75;527.25;537.12;524.12;0.97;;;;;;;
Jun;8;2015;527.62;516.38;532.62;516.38;2.06;;;;;;;
Jun;5;2015;517.00;523.50;533.88;516.25;-1.17;;;;;;;
Jun;4;2015;523.12;510.00;524.12;504.12;2.75;;;;;;;
Jun;3;2015;509.12;513.38;525.88;508.38;-0.68;;;;;;;
Jun;2;2015;512.62;495.12;513.12;493.12;3.61;;;;;;;
Jun;1;2015;494.75;478.00;495.38;474.12;3.53;;;;;;;
May;29;2015;477.88;487.12;489.12;474.62;-1.95;;;;;;;
May;28;2015;487.38;488.50;494.62;483.12;-0.18;;;;;;;
May;27;2015;488.25;495.88;496.12;482.38;-0.89;;;;;;;
May;26;2015;492.62;515.75;519.38;492.12;-4.34;;;;;;;
May;22;2015;515.00;521.38;528.88;511.12;-1.06;;;;;;;
May;21;2015;520.50;514.12;527.88;511.12;1.56;;;;;;;
May;20;2015;512.50;510.75;515.62;503.12;0.37;;;;;;;
May;19;2015;510.62;520.12;524.62;503.88;-2.16;;;;;;;
May;18;2015;521.88;510.88;529.88;507.88;2.18;;;;;;;
